"","ACCNUM","YEAR","DATE","TIME","Hour","STREET1","STREET2","OFFSET","ROAD_CLASS","District","WardNum","Division","LATITUDE","LONGITUDE","LOCCOORD","ACCLOC","TRAFFCTL","VISIBILITY","LIGHT","RDSFCOND","IMPACTYPE","FATAL_NO","PEDESTRIAN","CYCLIST","AUTOMOBILE","MOTORCYCLE","TRUCK","TRSN_CITY_","EMERG_VEH","PASSENGER","SPEEDING","AG_DRIV","REDLIGHT","ALCOHOL","DISABILITY","Hood_ID","Neighbourh","DRIV_TRAFFIC_VIOLATION","DRIV_AGGRO","DRIV_SPEED","DRIV_DISTRACT","DRIV_AlCOHOL","BIC_TRAFFIC_VIOLATION","BIC_AGGRO","BIC_SPEED","BIC_LOSS_CTRL","BIC_ALCOHOL","BIC_DISTRACT","BIC_DRUGS","BIC_DISABILITY","BIC_FATIGUE","PED_TRAFFIC_VIOLATION","PED_STNARY","PED_CROSSING","VEH_TURNING","VEH_STATIONARY","VEH_LANE_CHG","VEH_INIT_OR_STOP","pressure_station","wind_speed","relative_humidity","temperature","visibility_value","DRIVERS_ALL_cnt","PASSENGER_cnt","PEDESTRIAN_cnt","CYCLIST_cnt","BIC_INJURY_MAJOR_FATAL","BIC_INJURY_FATAL","BIC_INJURY_other","ROAD_WET","TRAFFIC_CNTRL","VIS_NOT_CLEAR","AGE_REF_CODE","BIC_AGE","BIC_ACTN_FORWARD","BIC_ACTN_TURN_U","BIC_ACTN_TURN_LEFT","BIC_ACTN_TURN_Right","BIC_ACTN_STOPPED","BIC_ACTN_OTHER","WARD_1","WARD_2","WARD_3","WARD_4","WARD_5","WARD_6","WARD_7","WARD_8","WARD_9","WARD_10","WARD_11","WARD_12","WARD_13","WARD_14","WARD_15","WARD_16","WARD_17","WARD_18","WARD_19","WARD_20","WARD_21","WARD_22","WARD_23","WARD_24","WARD_25"
"283",1360626,2013,2013-06-12,1200,11,"O CONNOR DR","RIVERCOURT BLVD"," ","Major Arterial","Toronto and East York","14","54",43.693645,-79.34819,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,1,0,0,0,0,NA,58,"Old East York (58)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99.3,19,72,19.4,24100,1,1,0,1,1,0,0,0,1,0,8,"35 to 39",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"284",1361387,2013,2013-05-05,1400,14,"8 GARDEN PARK AVE"," "," ","Local","Scarborough","23","42",43.785245,-79.27169,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,128,"Agincourt South-Malvern West (128)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,9,43,21.6,24100,1,0,0,1,1,0,0,0,0,0,2,"5 to 9",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"285",1361719,2013,2013-05-07,900,9,"WOODBINE AVE","MORTIMER AVE"," ","Major Arterial","Toronto and East York","19","54",43.692645,-79.315791,"Intersection"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,60,"Woodbine-Lumsden (60)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99.89,0,35,17.2,24100,1,0,0,1,1,0,0,0,0,0,5,"20 to 24",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"286",1362811,2013,2013-06-20,1300,13,"MARTIN GROVE RD","409 E MARTIN GROVE RAMP"," ","Expressway","Etobicoke York","1","23",43.697945,-79.57379,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,1,"West Humber-Clairville (1)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.29,17,41,21.6,24100,1,0,0,1,1,0,0,0,1,0,12,"55 to 59",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287",1363452,2013,2013-05-20,1000,10,"LAKE SHORE BLVD W","REES ST"," ","Expressway","Toronto and East York","10","52",43.639945,-79.38699,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,77,"Waterfront Communities-The Island (77)",0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99.48,9,77,21,24100,1,0,0,1,1,0,0,0,1,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288",1363588,2013,2013-05-13,1800,18,"BORDEN ST","BLOOR ST W"," ","Major Arterial","Toronto and East York","11","14",43.665645,-79.40869,"Intersection"," ","No Control","Clear","Daylight","Dry","SMV Other",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,79,"University (79)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.8,30,38,9,24100,0,0,0,1,1,0,0,0,0,0,9,"40 to 44",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289",1365804,2013,2013-05-23,1800,18,"GERRARD St E","BROADVIEW Ave"," ","Minor Arterial","Toronto and East York","14","55",43.665745,-79.35139,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,68,"North Riverdale (68)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98.97,37,84,9.2,24100,1,0,0,1,1,0,0,0,0,0,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"290",1366122,2013,2013-07-11,1900,19,"BROADVIEW Ave","DANFORTH Ave"," ","Minor Arterial","Toronto and East York","14","54",43.676545,-79.35889,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Pedestrian Collisions",0,1,1,1,0,0,0,0,0,0,0,0,0,NA,67,"Playter Estates-Danforth (67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99.54,24,56,23.2,24100,0,0,1,1,1,0,0,0,0,0,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"291",1366140,2013,2013-06-27,200,2,"DAVENPORT Rd","CHRISTIE St"," ","Minor Arterial","Toronto and East York","12","13",43.675545,-79.42309,"Intersection","At Intersection","Traffic Signal","Clear","Dark, artificial","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,1,0,NA,94,"Wychwood (94)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.79,4,62,22.5,24100,1,0,0,1,1,0,0,0,1,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"292",1366444,2013,2013-06-02,500,5,"BATHURST ST","ROBINSON ST"," ","Major Arterial","Toronto and East York","10","14",43.648845,-79.40459,"Intersection","At Intersection","Traffic Signal","Rain","Dawn, artificial","Wet","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,78,"Kensington-Chinatown (78)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.43,15,96,18.3,12900,1,0,0,1,1,0,0,1,1,1,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293",1367433,2013,2013-06-04,2100,21,"YONGE ST","SHUTER ST"," ","Major Arterial","Toronto and East York","13","51,52",43.654045,-79.37999,"Intersection"," ","Traffic Signal","Clear","Dark, artificial","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,76,"Bay Street Corridor (76)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.09,13,34,15.2,24100,1,0,0,1,1,0,0,0,1,0,7,"30 to 34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"294",1368851,2013,2013-06-11,800,8,"STEELES AVE E","MIDLAND AVE"," ","Major Arterial","Scarborough","23,22","42",43.825945,-79.29729,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,1,0,NA,130,"Milliken (130)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.61,24,97,17,16100,1,0,0,1,1,0,0,0,1,0,13,"60 to 64",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0
"295",1369145,2013,2013-08-02,1800,18,"DAVENPORT Rd","BELMONT St"," ","Major Arterial","Toronto and East York","11","53",43.674745,-79.39289,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,1,0,NA,95,"Annex (95)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.95,45,63,21,19300,1,0,0,1,1,0,0,0,1,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296",1369849,2013,2013-06-13,800,7,"ADELAIDE ST E","SHERBOURNE ST"," ","Major Arterial","Toronto and East York","13","51",43.652245,-79.36799,"Mid-Block"," ","No Control","Rain","Daylight","Wet","Cyclist Collisions",0,0,1,0,0,1,0,0,0,0,0,0,0,NA,73,"Moss Park (73)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.22,19,87,15.5,12900,1,0,0,1,1,0,0,1,0,1,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"297",1370609,2013,2013-08-15,1600,16,"DUNDAS ST W","MANNING AVE"," ","Major Arterial","Toronto and East York","10,11","14",43.651297,-79.410907,"Intersection"," ","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,81,"Trinity-Bellwoods (81)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.73,20,40,23.2,24100,1,0,0,1,1,0,0,0,1,0,11,"50 to 54",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298",1371962,2013,2013-08-23,700,7,"1245 DUPONT ST"," "," ","Major Arterial","Toronto and East York","9","11",43.668147,-79.441814,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,93,"Dovercourt-Wallace Emerson-Junction (93)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.87,8,77,15.3,24100,1,0,0,1,1,0,0,0,0,0,4,"15 to 19",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299",1372200,2013,2013-08-10,200,2,"SPADINA AVE","OXFORD ST"," ","Major Arterial","Toronto and East York","11","14,52",43.656737,-79.399577,"Intersection","At Intersection","No Control","Clear","Dark, artificial","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,78,"Kensington-Chinatown (78)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,99.43,19,60,19,24100,1,0,0,1,1,0,0,0,0,0,5,"20 to 24",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300",1372585,2013,2013-08-28,500,5,"KENNEDY RD","STRATTON AVE"," ","Major Arterial","Scarborough","21","41",43.738246,-79.270458,"Intersection"," ","Stop Sign","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,125,"Ionview (125)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.07,6,96,21.2,3200,1,0,0,1,1,0,0,0,1,0,9,"40 to 44",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"301",1372963,2013,2013-06-21,1500,15,"247 DAVENPORT Rd"," "," ","Major Arterial","Toronto and East York","11","53",43.674456,-79.397746,"Mid-Block"," ","No Control","Clear","Daylight","Dry","Sideswipe",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,95,"Annex (95)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,100.28,16,37,25.4,24100,2,0,0,1,1,0,0,0,0,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302",1373362,2013,2013-09-02,2200,21,"THE WEST MALL","CIVIC CENTRE CRT"," ","Minor Arterial","Etobicoke York","2","22",43.642237,-79.56599,"Intersection"," ","Traffic Signal","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,13,"Etobicoke West Mall (13)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.84,22,73,17.2,24100,1,0,0,1,1,0,0,0,1,0,6,"25 to 29",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303",1373473,2013,2013-06-25,1700,17,"QUEEN ST W","MC CAUL ST"," ","Major Arterial","Toronto and East York","10","52",43.650145,-79.38979,"Intersection"," ","No Control","Clear","Daylight","Dry","Pedestrian Collisions",0,1,1,0,0,0,0,0,0,0,0,0,0,NA,77,"Waterfront Communities-The Island (77)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98.88,28,58,27.7,24100,0,0,1,1,0,0,1,0,0,0,7,"30 to 34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304",1373747,2013,2013-06-25,2100,21,"1173 DAVENPORT RD"," "," ","Minor Arterial","Toronto and East York","9","13",43.674491,-79.432575,"Intersection","Intersection Related","No Control","Clear","Dusk, artificial","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,94,"Wychwood (94)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98.87,12,70,24.6,24100,1,0,0,1,1,0,0,0,0,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"305",1374452,2013,2013-07-08,900,9,"SUTHERLAND DR","MCRAE DR"," ","Collector","North York","15","53",43.708598,-79.365428,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,0,0,0,0,0,1,0,0,NA,56,"Leaside-Bennington (56)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.62,4,80,24,24100,1,0,0,1,1,0,0,0,1,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"306",1375838,2013,2013-07-04,1400,14,"QUEENS QUAY E","LOWER JARVIS ST"," ","Minor Arterial","Toronto and East York","10","00,51",43.643866,-79.368961,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,77,"Waterfront Communities-The Island (77)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.99,11,91,22.7,11300,1,0,0,1,1,0,0,0,1,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307",1376061,2013,2013-09-18,1600,16,"LAKE SHORE BLVD W","DWIGHT AVE"," ","Major Arterial","Etobicoke York","3","22",43.602343,-79.497989,"Intersection"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",41,0,1,1,0,0,0,0,1,0,0,0,0,NA,18,"New Toronto (18)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99.96,15,45,19.8,24100,1,1,0,1,1,1,0,0,0,0,11,"50 to 54",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308",1377196,2013,2013-07-12,2200,22,"DUFFERIN St","HOLMESDALE Rd"," ","Major Arterial","Toronto and East York","12,9","13",43.688601,-79.44736,"Intersection","At Intersection","Traffic Signal","Clear","Dark, artificial","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,107,"Oakwood Village (107)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.12,5,63,21.2,24100,1,0,0,1,1,0,0,0,1,0,4,"15 to 19",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"309",1379135,2013,2013-07-17,2100,21,"CHRISTIE St","DAVENPORT Rd"," ","Minor Arterial","Toronto and East York","12","13",43.675551,-79.423084,"Intersection","At Intersection","Traffic Signal","Clear","Dark","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,94,"Wychwood (94)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.86,16,55,30.7,24100,1,0,0,1,1,0,0,0,1,0,8,"35 to 39",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"310",1379733,2013,2013-07-24,700,6,"DANFORTH Ave","THORA Ave"," ","Major Arterial","Scarborough","20","41",43.691493,-79.287105,"Intersection"," ","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,121,"Oakridge (121)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.03,30,70,13.4,24100,1,0,0,1,1,0,0,0,0,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"311",1380106,2013,2013-07-25,800,8,"GLENROY Ave","HUMBERVALE Blvd"," ","Local","Etobicoke York","3","22",43.642501,-79.5079,"Intersection","At Intersection","Stop Sign","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,16,"Stonegate-Queensway (16)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.89,8,73,16.1,24100,1,0,0,1,1,0,0,0,1,0,4,"15 to 19",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312",1380543,2013,2013-07-24,1800,18,"FRONT ST W","BLUE JAYS WAY"," ","Minor Arterial","Toronto and East York","10","52",43.643408,-79.391277,"Intersection"," ","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,77,"Waterfront Communities-The Island (77)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.48,10,44,20.8,24100,1,0,0,1,1,0,0,0,1,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313",1380620,2013,2013-07-28,1800,18,"QUEEN St E","VANCOUVER Ave"," ","Minor Arterial","Toronto and East York","14","55",43.664683,-79.32397,"Intersection","At Intersection","No Control","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,65,"Greenwood-Coxwell (65)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99.24,26,51,19.9,24100,2,0,0,1,1,0,0,0,0,0,9,"40 to 44",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"314",1380946,2013,2013-10-16,700,7,"SPADINA Ave","DUNDAS St W"," ","Major Arterial","Toronto and East York","10","14,52",43.652507,-79.397853,"Mid-Block"," ","No Control","Clear","Daylight","Wet","Cyclist Collisions",49,0,1,0,0,1,0,0,0,0,0,0,0,NA,78,"Kensington-Chinatown (78)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98.9,15,91,16.3,24100,1,0,0,1,1,1,0,1,0,0,6,"25 to 29",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315",1381080,2013,2013-08-01,1900,19,"STEELES AVE W","ISLINGTON AVE"," ","Major Arterial","Etobicoke York","7","31",43.764334,-79.574855,"Intersection","At Intersection","Traffic Signal","Clear","Dusk","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,21,"Humber Summit (21)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.98,19,45,24.4,24100,1,0,0,1,1,0,0,0,1,0,11,"50 to 54",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316",1381878,2013,2013-10-21,1900,19,"5930 FINCH AVE E"," "," ","Minor Arterial","Scarborough","25","42",43.817439,-79.222263,"Mid-Block"," ","No Control","Rain","Daylight","Wet","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,132,"Malvern (132)",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98.86,27,83,10.9,19300,1,0,0,1,1,0,0,1,0,1,13,"60 to 64",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"317",1382346,2013,2013-10-21,700,7,"RUSHLEY DR","LAWRENCE AVE E"," ","Major Arterial","Scarborough","21","41",43.752963,-79.258067,"Intersection"," ","No Control","Rain","Dawn, artificial","Wet","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,127,"Bendale (127)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.09,12,82,11.3,16100,1,0,0,1,1,0,0,1,0,1,7,"30 to 34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"318",1382388,2013,2013-08-13,1600,16,"ST CLAIR AVE W","DUFFERIN ST"," ","Major Arterial","Toronto and East York","9","13",43.677951,-79.443073,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,0,0,0,1,0,0,0,0,0,0,NA,92,"Corso Italia-Davenport (92)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99.03,41,53,17.9,24100,1,0,0,1,1,0,0,0,1,0,12,"55 to 59",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319",1383447,2013,2013-08-23,1700,17,"OLD YORK MILLS RD","YONGE ST"," ","Major Arterial","North York","15,8","32",43.743292,-79.406482,"Intersection"," ","Stop Sign","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,41,"Bridle Path-Sunnybrook-York Mills (41)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.99,12,37,23.8,24100,1,0,0,1,1,0,0,0,1,0,7,"30 to 34",1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
"320",1383479,2013,2013-08-23,800,8,"GREENWOOD AVE","GERRARD ST E"," ","Minor Arterial","Toronto and East York","14","55",43.671061,-79.328082,"Intersection"," ","No Control","Clear","Daylight","Dry","Turning Movement",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,70,"South Riverdale (70)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.96,14,72,16.7,24100,1,0,0,1,1,0,0,0,0,0,9,"40 to 44",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"321",1384125,2013,2013-09-01,1200,12,"HARBORD St","EUCLID Ave"," ","Minor Arterial","Toronto and East York","11","14",43.66075,-79.413425,"Intersection"," ","Traffic Controller","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,80,"Palmerston-Little Italy (80)",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,99.01,16,76,22.9,24100,1,0,0,1,1,0,0,0,1,0,13,"60 to 64",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322",1384542,2013,2013-10-28,1900,19,"DAVENPORT Rd","GREENLAW Ave"," ","Minor Arterial","Toronto and East York","9","13",43.672,-79.445606,"Intersection","At Intersection","No Control","Clear","Dusk","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,93,"Dovercourt-Wallace Emerson-Junction (93)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100.73,17,49,3.5,24100,1,0,0,1,1,0,0,0,0,0,7,"30 to 34",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323",1385469,2013,2013-09-09,1000,10,"LAKE SHORE BLVD E","BOOTH AVE"," ","Expressway","Toronto and East York","14","55",43.653514,-79.340778,"Intersection"," ","Stop Sign","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,1,0,0,NA,70,"South Riverdale (70)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99.87,7,75,16.2,24100,1,0,0,1,1,0,0,0,1,0,14,"65 to 69",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"324",1386051,2013,2013-10-22,800,8,"BATHURST ST","COLLEGE ST"," ","Major Arterial","Toronto and East York","11","14",43.656409,-79.40768,"Intersection","At Intersection","Traffic Signal","Clear","Daylight","Dry","Cyclist Collisions",0,0,1,1,0,0,0,0,0,0,0,0,0,NA,78,"Kensington-Chinatown (78)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98.86,24,71,3.2,24100,1,0,0,1,0,0,1,0,1,0,10,"45 to 49",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
